0,1,2,3,4,5,6,7
"('task_description', 'Answer questions about public speaking')","('complexity', 'medium')","('bad_prompt', 'Tell me about public speaking.')","('good_prompt', 'You are a public speaking coach. A client is nervous about an upcoming presentation. Using the ROLE_PROMPTING technique, explain three specific techniques they can use to manage their anxiety and improve their delivery. For each technique, provide a clear explanation of how it works and a practical example of how to implement it.')","('expected_answer', 'The ideal response would be structured as follows:\n\n1.  Acknowledge the client\'s nervousness and establish a supportive tone.\n2.  Present three distinct techniques for managing anxiety (e.g., deep breathing exercises, visualization, positive self-talk).\n3.  For each technique:\n    *   Provide a clear and concise explanation of the underlying mechanism (e.g., how deep breathing regulates the nervous system).\n    *   Offer a practical, actionable example of how to use the technique in the context of preparing for or delivering a presentation (e.g., ""Before you go on stage, take five slow, deep breaths, focusing on the sensation of the air entering and leaving your body."")\n4.  Conclude with encouragement and reinforce the client\'s ability to succeed.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
"('task_description', 'Address common questions on neural prosthetics')","('complexity', 'high')","('bad_prompt', 'Tell me about neural prosthetics.')","('good_prompt', 'You are an expert in biomedical engineering, specializing in neural prosthetics. Please provide a comprehensive overview of neural prosthetics, including: 1) The different types of neural prosthetics (e.g., motor prosthetics, sensory prosthetics, cognitive prosthetics), detailing their specific applications and mechanisms of action. 2) The key challenges in the development and implementation of neural prosthetics, such as biocompatibility, signal processing, and long-term stability. 3) Recent advancements and future directions in the field, including closed-loop systems, artificial intelligence integration, and novel materials. Structure your response in a clear and organized manner, providing specific examples and supporting evidence where possible. Consider the ethical implications of neural prosthetics and address them briefly.')","('expected_answer', 'The ideal response would be a detailed and well-structured overview of neural prosthetics. It should cover the different types of neural prosthetics with specific examples (e.g., cochlear implants for auditory prosthetics, retinal implants for visual prosthetics, brain-computer interfaces for motor control). The response should also discuss the major challenges, such as biocompatibility issues, the complexity of neural signal processing, the need for long-term stability of the implants, and the ethical considerations surrounding the technology. Finally, it should highlight recent advancements like closed-loop systems and AI integration, and discuss potential future directions, such as the use of novel materials and more sophisticated algorithms. The answer should be comprehensive, informative, and demonstrate a strong understanding of the subject matter.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
"('task_description', 'Describe how climate adaptation works')","('complexity', 'medium')","('bad_prompt', 'Tell me about climate adaptation.')","('good_prompt', 'You are an expert climate scientist. Explain climate adaptation in detail, including specific examples of different adaptation strategies across various sectors like agriculture, water management, and infrastructure. Also, discuss the challenges and limitations associated with implementing these strategies. Structure your response in a clear and organized manner, using bullet points or numbered lists where appropriate.')","('expected_answer', 'An ideal response would define climate adaptation, explain its importance, and provide detailed examples of adaptation strategies in different sectors. It would also discuss the challenges and limitations of implementing these strategies, such as cost, feasibility, and potential maladaptation. The response should be well-structured and easy to understand.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INFORMATIONAL: 'Informational or Factual Prompts'>)","('notes', None)"
"('task_description', 'Highlight the differences between approaches to mental health awareness')","('complexity', 'medium')","('bad_prompt', 'Tell me about mental health awareness.')","('good_prompt', 'You are an expert in public health communication. Compare and contrast three different approaches to raising mental health awareness: celebrity endorsements, community workshops, and social media campaigns. For each approach, discuss its strengths, weaknesses, target audience, and potential impact on reducing stigma and improving access to mental health services. Provide specific examples of successful and unsuccessful campaigns for each approach. Finally, synthesize your analysis by suggesting which approach is most effective overall and why, considering factors like cost-effectiveness, reach, and long-term sustainability.')","('expected_answer', 'The ideal response would provide a detailed comparison of the three approaches (celebrity endorsements, community workshops, and social media campaigns) to mental health awareness. It would discuss the strengths, weaknesses, target audience, and potential impact of each. The response would include specific examples of successful and unsuccessful campaigns for each approach. The synthesis would offer a well-reasoned argument for which approach is most effective, considering cost-effectiveness, reach, and long-term sustainability.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.CHAIN_OF_THOUGHT: 'Chain of Thought (CoT)'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
"('task_description', 'Rewrite this inorganic chemistry content in a professional tone')","('complexity', 'medium')","('bad_prompt', 'Explain inorganic chemistry.')","('good_prompt', 'You are a chemistry professor with 20 years of experience. Explain inorganic chemistry in a professional and comprehensive manner, covering its main branches, key concepts, and applications. Provide examples where appropriate. The explanation should be suitable for undergraduate students with a basic understanding of chemistry.')","('expected_answer', 'A detailed and well-structured explanation of inorganic chemistry, including its definition, scope, major sub-disciplines (e.g., coordination chemistry, organometallic chemistry, solid-state chemistry, bioinorganic chemistry), fundamental concepts (e.g., bonding theories, symmetry, acid-base chemistry, redox reactions), and real-world applications (e.g., catalysis, materials science, medicine). The explanation should be clear, concise, and professional, using appropriate terminology and providing relevant examples to illustrate key points.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.STYLE_TONE_CHANGE: 'Style or Tone Change Prompts'>)","('notes', None)"
"('task_description', 'Explain how to database management')","('complexity', 'medium')","('bad_prompt', 'Tell me about database management.')","('good_prompt', 'You are an expert database administrator with 20 years of experience. Explain the core principles of database management, including data modeling, normalization, transaction management, indexing, and security. Provide examples of how these principles are applied in a real-world e-commerce application. Structure your response in a clear and concise manner, suitable for someone with a basic understanding of computer science.')","('expected_answer', ""The response should provide a comprehensive overview of database management, covering data modeling (ER diagrams, relational models), normalization (1NF, 2NF, 3NF, and why it's important), transaction management (ACID properties, concurrency control), indexing (types of indexes, performance implications), and security (access control, encryption). The e-commerce example should illustrate how these principles are applied in practice, such as how customer data is modeled, how transactions are handled during order processing, and how sensitive information is protected."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INSTRUCTIONAL: 'Instructional Prompts'>)","('notes', None)"
"('task_description', 'Extract key information from this machine learning basics text')","('complexity', 'medium')","('bad_prompt', 'Tell me about machine learning.')","('good_prompt', 'You are an expert in machine learning. Please provide a concise overview of the fundamental concepts in machine learning, including: 1. Supervised learning (define, give examples). 2. Unsupervised learning (define, give examples). 3. Reinforcement learning (define, give examples). 4. Key evaluation metrics used in machine learning (list and briefly describe at least 3).')","('expected_answer', 'An ideal answer would clearly define supervised, unsupervised, and reinforcement learning, providing distinct examples for each. It should also list and describe at least three common evaluation metrics used in machine learning, such as accuracy, precision, recall, F1-score, or AUC-ROC.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.DATA_EXTRACTION: 'Data Extraction Prompts'>)","('notes', None)"
"('task_description', 'Critique the approach to advanced nuclear reactor design')","('complexity', 'high')","('bad_prompt', 'Tell me about advanced nuclear reactors.')","('good_prompt', 'You are an expert in nuclear engineering and energy policy. I need a comprehensive analysis of the current state of advanced nuclear reactor design, focusing on the following:\n\n1.  **Safety:** Compare and contrast the safety features of at least three different advanced reactor designs (e.g., molten salt reactors, fast reactors, small modular reactors) with those of traditional light water reactors. Be specific about how these designs address potential accident scenarios like loss-of-coolant accidents and core meltdowns. Include a discussion of inherent safety features.\n2.  **Economics:** Analyze the economic viability of advanced reactors. Consider factors such as capital costs, operating costs, fuel costs, and waste disposal costs. Compare these costs to those of traditional nuclear reactors and other energy sources (e.g., natural gas, renewables). Discuss potential financing models and government incentives that could support the deployment of advanced reactors.\n3.  **Waste Management:** Describe how advanced reactors can improve nuclear waste management. Discuss the potential for these reactors to consume existing nuclear waste or produce waste forms that are easier to store and dispose of. Include a discussion of the long-term storage requirements for waste from advanced reactors.\n4.  **Proliferation Resistance:** Evaluate the proliferation resistance of advanced reactor designs. Discuss the potential for these reactors to be used to produce nuclear weapons materials and the safeguards that are in place to prevent this. Compare the proliferation risks of different advanced reactor designs.\n5.  **Environmental Impact:** Assess the environmental impact of advanced reactors, including greenhouse gas emissions, water usage, and land use. Compare the environmental impact of advanced reactors to that of traditional nuclear reactors and other energy sources.\n\nProvide specific examples and cite relevant sources to support your analysis. Your response should be well-organized, clear, and concise.')","('expected_answer', 'The ideal response would be a detailed report covering the five key areas (safety, economics, waste management, proliferation resistance, and environmental impact) for at least three different advanced reactor designs. It would compare and contrast these designs with traditional light water reactors and other energy sources, providing specific examples, data, and citations to support its claims. The response would demonstrate a deep understanding of nuclear engineering principles, energy economics, and nuclear policy.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.ANALYSIS_CRITIQUE: 'Analysis or Critique Prompts'>)","('notes', None)"
"('task_description', 'Analyze the pros and cons of different water cycle methods')","('complexity', 'low')","('bad_prompt', 'Tell me about water cycle methods.')","('good_prompt', 'You are a science teacher explaining different methods to manage the water cycle. Compare and contrast at least three different water cycle management methods, outlining the pros and cons of each. Consider methods like rainwater harvesting, groundwater recharge, and cloud seeding. Focus on their effectiveness, environmental impact, and cost.')","('expected_answer', 'The response should identify and describe at least three water cycle management methods (rainwater harvesting, groundwater recharge, and cloud seeding are examples). For each method, the response should clearly outline the advantages (pros) and disadvantages (cons), considering factors like effectiveness in water conservation, potential environmental impacts (positive or negative), and the economic costs associated with implementation and maintenance. The answer should be presented in a clear and organized manner, possibly using a table or bullet points for each method.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
"('task_description', 'Extract key information from this computer vision algorithms text')","('complexity', 'high')","('bad_prompt', 'Tell me about computer vision algorithms.')","('good_prompt', ""You are an expert in computer vision algorithms. I will provide you with a text describing several algorithms. Your task is to extract the following information for each algorithm mentioned:\n\n1.  Name of the algorithm.\n2.  A concise summary of how the algorithm works (no more than two sentences).\n3.  Primary applications of the algorithm.\n4.  Known limitations or challenges associated with the algorithm.\n\nPresent your findings in a structured JSON format. Ensure that the JSON includes an array of algorithm objects, where each object contains the 'name', 'summary', 'applications', and 'limitations' keys.  Be as comprehensive as possible, but prioritize accuracy and clarity. If the text does not contain the requested information, indicate that the information is 'Not available in text'."")","('expected_answer', ""The expected answer is a JSON object containing an array of computer vision algorithms. Each algorithm entry in the array should have the keys 'name', 'summary', 'applications', and 'limitations'. The values for each key should be strings containing the extracted information from the provided text. If information is missing, the value should be 'Not available in text'. The JSON should be well-formatted and easily parseable."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.DATA_EXTRACTION: 'Data Extraction Prompts'>)","('notes', None)"
"('task_description', 'Address common questions on supply chain management')","('complexity', 'medium')","('bad_prompt', 'Tell me about supply chain management.')","('good_prompt', 'You are a supply chain management expert with 20 years of experience. Explain the key components of supply chain management, including procurement, manufacturing, warehousing, transportation, and distribution. For each component, provide a brief definition and discuss its importance in ensuring efficient and effective supply chain operations. Also, explain how these components are related to each other. Provide real-world examples to illustrate your points. Structure your answer in a well-organized manner with clear headings and subheadings.')","('expected_answer', 'The ideal answer would provide a comprehensive overview of supply chain management, defining each key component (procurement, manufacturing, warehousing, transportation, and distribution) with clear explanations and real-world examples. It should also highlight the interdependencies between these components and their collective impact on supply chain efficiency and effectiveness. The response should be well-structured and easy to understand, demonstrating a strong understanding of supply chain principles.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
"('task_description', 'Analyze the pros and cons of different basic shapes methods')","('complexity', 'low')","('bad_prompt', 'Tell me about shapes.')","('good_prompt', 'You are a geometry expert. Analyze the advantages and disadvantages of using circles, squares, and triangles in design. Consider factors like ease of manufacturing, structural integrity, aesthetic appeal, and material usage. Provide a concise comparison for each shape.')","('expected_answer', 'The ideal answer would be a structured comparison of circles, squares, and triangles, covering the specified factors. For example:\n\n*   **Circles:**\n    *   Pros: Uniform stress distribution, aesthetically pleasing.\n    *   Cons: Difficult to manufacture precisely, inefficient material usage.\n*   **Squares:**\n    *   Pros: Easy to manufacture, efficient material usage.\n    *   Cons: Stress concentrations at corners, less aesthetically pleasing.\n*   **Triangles:**\n    *   Pros: High structural strength, stable.\n    *   Cons: Can be difficult to integrate into designs, manufacturing can be complex depending on angles.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
"('task_description', 'Answer questions about sharing toys')","('complexity', 'low')","('bad_prompt', ""What should I do if my child doesn't want to share their toys?"")","('good_prompt', 'You are a parenting expert. A parent asks: ""My child is 4 years old and often refuses to share their toys with other children during playdates. What are three specific strategies I can use to encourage sharing, and how can I implement them effectively? Provide detailed steps for each strategy.""')","('expected_answer', ""The ideal answer would provide three distinct, actionable strategies for encouraging a 4-year-old to share toys. For each strategy, the response should include specific steps or instructions on how to implement it effectively. The strategies should be age-appropriate and consider the child's developmental stage."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
"('task_description', 'Transform this casual description of weather patterns into academic writing')","('complexity', 'low')","('bad_prompt', 'Tell me about the weather.')","('good_prompt', 'Rewrite the following description of weather patterns into formal, academic language suitable for a scientific publication: ""It\'s been really hot lately, and it rains every afternoon. Then it gets all humid and gross.""')","('expected_answer', 'The region has experienced a period of elevated temperatures. Diurnal precipitation events have been consistently observed. These events are typically followed by an increase in atmospheric humidity.')","('prompting_techniques', [<PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.STYLE_TONE_CHANGE: 'Style or Tone Change Prompts'>)","('notes', None)"
"('task_description', 'Create a guide for cryptocurrency basics')","('complexity', 'medium')","('bad_prompt', 'Tell me about cryptocurrency.')","('good_prompt', ""You are an expert in cryptocurrency. Your task is to create a beginner's guide to cryptocurrency. The guide should cover the following topics:\n\n1.  What is cryptocurrency?\n2.  How does cryptocurrency work (blockchain, mining, etc.)?\n3.  What are the different types of cryptocurrencies (Bitcoin, Ethereum, etc.)?\n4.  What are the benefits and risks of investing in cryptocurrency?\n5.  How to buy and store cryptocurrency safely.\n\nProvide clear, concise explanations suitable for someone with no prior knowledge of the subject. Include examples where possible. Structure the guide with headings and subheadings for easy readability."")","('expected_answer', 'The expected answer is a well-structured guide that explains the basics of cryptocurrency in a clear and accessible manner. It should define cryptocurrency, explain the underlying technology (blockchain), describe different types of cryptocurrencies, discuss the pros and cons of investing, and provide practical advice on buying and storing cryptocurrency. The guide should be easy to understand for a complete beginner.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INSTRUCTIONAL: 'Instructional Prompts'>)","('notes', None)"
"('task_description', 'Provide a brief overview of geopolitical conflicts')","('complexity', 'high')","('bad_prompt', 'Tell me about geopolitical conflicts.')","('good_prompt', 'You are a world affairs analyst. Provide a comprehensive overview of current major geopolitical conflicts, including the involved parties, underlying causes (historical, economic, political, and social factors), and potential future implications for global stability and international relations. For each conflict, present a concise summary (approximately 150-200 words). Focus on conflicts with significant international impact. Prioritize conflicts that are actively ongoing or have a high risk of escalation. Include conflicts related to territorial disputes, ideological clashes, resource competition, and proxy wars. Conclude with a brief analysis of the interconnectedness of these conflicts and their cumulative effect on the global order.')","('expected_answer', 'The response should provide a structured overview of several major geopolitical conflicts. For each conflict, it should identify the key actors, explain the root causes from historical, economic, political, and social perspectives, and discuss the potential consequences for global stability. The response should cover a range of conflict types, including territorial disputes, ideological clashes, resource competition, and proxy wars. The analysis should highlight the interconnectedness of these conflicts and their overall impact on the global order. The response should be well-organized, informative, and demonstrate a deep understanding of international relations.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.SUMMARIZATION: 'Summarization Prompts'>)","('notes', None)"
"('task_description', 'Provide a brief overview of ocean creatures')","('complexity', 'low')","('bad_prompt', 'Tell me about ocean creatures.')","('good_prompt', 'You are a marine biologist. Provide a brief overview of the major groups of ocean creatures, including fish, marine mammals, invertebrates, and seabirds. For each group, give a few examples and a key characteristic.')","('expected_answer', 'The response should provide a concise overview of the major groups of ocean creatures, with examples and key characteristics for each. For example, fish (sharks - cartilaginous skeletons), marine mammals (whales - breathe air), invertebrates (jellyfish - lack backbone), and seabirds (penguins - adapted to cold environments).')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.SUMMARIZATION: 'Summarization Prompts'>)","('notes', None)"
"('task_description', 'Create a guide for primary colors')","('complexity', 'low')","('bad_prompt', 'Tell me about primary colors.')","('good_prompt', 'You are a helpful art teacher explaining primary colors to a student. Explain what primary colors are, list the three primary colors, and explain why they are important in art and color mixing. Provide simple examples that a child can understand.')","('expected_answer', 'Primary colors are the basic colors that can be mixed together to create other colors. The three primary colors are red, yellow, and blue. They are important because you can make almost any other color by mixing them. For example, mixing red and yellow makes orange, like the color of an orange fruit. Mixing blue and yellow makes green, like the color of grass.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INSTRUCTIONAL: 'Instructional Prompts'>)","('notes', None)"
"('task_description', 'Write code to implement immune system function')","('complexity', 'medium')","('bad_prompt', 'Write code to simulate the immune system.')","('good_prompt', 'You are an expert in immunology and software development. Your task is to create a Python program that simulates the basic functions of the human immune system. The simulation should include the following components:\n\n1.  **Antigen Recognition:** Implement a mechanism for the immune system to recognize foreign antigens (e.g., bacteria, viruses). Represent antigens as strings with unique identifiers.\n2.  **Innate Immune Response:** Simulate the initial response of the innate immune system, including:\n    *   Macrophages: Cells that engulf and destroy antigens.\n    *   Inflammation: A general response to infection.\n3.  **Adaptive Immune Response:** Simulate the adaptive immune response, including:\n    *   T-cells: Cells that recognize and kill infected cells.\n    *   B-cells: Cells that produce antibodies that neutralize antigens.\n4.  **Memory:** Implement a mechanism for the immune system to ""remember"" antigens it has encountered before, leading to a faster and more effective response upon re-exposure.\n\nProvide well-commented Python code that demonstrates these functionalities. Include example usage scenarios to show how the simulation works. Explain the code\'s structure and the underlying immunological principles in comments.\n\nExample Scenario:\n\n1.  Introduce an antigen (e.g., ""InfluenzaVirus"") to the immune system.\n2.  Observe the innate immune response (macrophage activity, inflammation).\n3.  Observe the adaptive immune response (T-cell and B-cell activation, antibody production).\n4.  Re-introduce the same antigen and observe the faster and more effective response due to immunological memory.\n\nEnsure the code is modular, readable, and easily extensible. Focus on demonstrating the core concepts rather than creating a fully comprehensive simulation.')","('expected_answer', 'The ideal response would be a Python program that simulates the immune system as described in the prompt. The code should be well-structured, commented, and include the requested functionalities (antigen recognition, innate and adaptive immune responses, and immunological memory). The response should also include example usage scenarios demonstrating how the simulation works and explanations of the underlying immunological principles.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CODE_PROMPTING: 'Code prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.PROGRAMMING_CODE_GENERATION: 'Programming and Code Generation Prompts'>)","('notes', None)"
"('task_description', 'Develop a creative narrative about quality control')","('complexity', 'medium')","('bad_prompt', 'Write a story about quality control.')","('good_prompt', 'You are a seasoned quality control inspector in a futuristic robotic factory. Your job is to ensure that every robot leaving the assembly line meets the highest standards. One day, you discover a subtle but critical flaw in a new model of android designed for deep-sea exploration. This flaw could lead to catastrophic failure under pressure. Write a narrative about your discovery, the challenges you face in convincing your superiors of the problem, and the creative solution you devise to rectify the issue before the androids are deployed. Focus on the tension between efficiency and quality, and the importance of human oversight in an automated world. Include technical details about the flaw and the solution.')","('expected_answer', ""The story should detail the inspector's discovery of the flaw, the technical aspects of the flaw and its potential consequences, the resistance from management due to production deadlines or cost concerns, and the inspector's innovative solution. The narrative should explore the themes of quality versus efficiency and the role of human judgment in automated systems. The story should be engaging and well-written, with a clear beginning, middle, and end."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.CREATIVE_WRITING: 'Creative Writing Prompts'>)","('notes', None)"
"('task_description', 'Compare and contrast cognitive neuroscience with alternatives')","('complexity', 'high')","('bad_prompt', 'What are the alternatives to cognitive neuroscience?')","('good_prompt', 'You are an expert in the philosophy of science and neuroscience. Compare and contrast cognitive neuroscience with its alternatives, such as classical cognitive science (symbolic AI), connectionism (artificial neural networks), and embodied cognition. For each alternative, discuss its core principles, strengths, weaknesses, and how it differs from cognitive neuroscience in terms of methodology, theoretical assumptions, and explanatory scope. Provide specific examples of research areas or phenomena where each approach has been particularly successful or unsuccessful. Conclude with a summary of the key distinctions and potential areas of integration or synergy between cognitive neuroscience and its alternatives.')","('expected_answer', 'The ideal answer would provide a detailed comparison of cognitive neuroscience with classical cognitive science, connectionism, and embodied cognition. It would outline the core principles of each approach, highlighting their strengths and weaknesses. For example, it would discuss how classical cognitive science relies on symbolic representations and rule-based processing, while connectionism uses distributed representations and learning algorithms. The answer would also explain how embodied cognition emphasizes the role of the body and environment in shaping cognitive processes. Furthermore, the response would discuss the methodological differences, theoretical assumptions, and explanatory scope of each approach, providing specific examples of research areas where each has been successful or unsuccessful. Finally, the answer would summarize the key distinctions and explore potential areas of integration or synergy between cognitive neuroscience and its alternatives, such as using connectionist models to simulate neural activity or incorporating embodied principles into neuroimaging studies.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
"('task_description', 'Tag this content related to dinosaur types')","('complexity', 'low')","('bad_prompt', 'Tell me about dinosaurs.')","('good_prompt', 'You are a paleontology expert. Please classify the following dinosaur types into herbivore, carnivore, or omnivore: Tyrannosaurus Rex, Triceratops, and Ornithomimus. Provide a brief explanation for each classification.')","('expected_answer', 'The expected answer is a JSON object with dinosaur names as keys and their diet type as values, along with a brief explanation. For example:\n\n{\n ""Tyrannosaurus Rex"": {""diet"": ""carnivore"", ""explanation"": ""Based on fossil evidence of teeth and bone structure, Tyrannosaurus Rex was a meat-eater.""} \n ""Triceratops"": {""diet"": ""herbivore"", ""explanation"": ""Triceratops had a beak and teeth suited for grinding plant matter.""} \n ""Ornithomimus"": {""diet"": ""omnivore"", ""explanation"": ""Ornithomimus likely ate plants, insects, and small animals, as indicated by its toothless beak and long arms for catching prey.""} \n}')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.CLASSIFICATION_TAGGING: 'Classification and Tagging Prompts'>)","('notes', None)"
"('task_description', 'Take on the role of a forest management consultant')","('complexity', 'medium')","('bad_prompt', 'What are some things to consider when managing a forest?')","('good_prompt', 'You are a forest management consultant advising a private landowner in the Pacific Northwest. The landowner has a 500-acre mixed conifer forest and wants to maximize timber production while maintaining biodiversity and water quality. Develop a comprehensive forest management plan, including specific recommendations for silvicultural practices, harvesting schedules, and conservation measures. Consider the following factors: tree species composition, age structure, soil types, topography, wildlife habitat, stream protection zones, and potential impacts of climate change. Provide a detailed rationale for each recommendation, citing relevant scientific literature and best management practices. The plan should cover the next 20 years.')","('expected_answer', ""The ideal output would be a detailed forest management plan covering the next 20 years. This plan should include specific recommendations for silvicultural practices (e.g., thinning, planting), harvesting schedules (e.g., clearcutting, selection cutting), and conservation measures (e.g., riparian buffers, wildlife habitat enhancement). The plan should address the landowner's objectives of maximizing timber production while maintaining biodiversity and water quality. It should also consider the specific characteristics of the forest (e.g., tree species composition, age structure, soil types, topography) and potential impacts of climate change. Each recommendation should be supported by a clear rationale, citing relevant scientific literature and best management practices. The plan should be well-organized, clearly written, and easy for the landowner to understand and implement."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.CHAIN_OF_THOUGHT: 'Chain of Thought (CoT)'>])","('prompt_type', <PromptType.ROLE_PLAYING: 'Role-Playing Prompts'>)","('notes', None)"
"('task_description', 'Compare and contrast ecosystem services with alternatives')","('complexity', 'medium')","('bad_prompt', 'What are ecosystem services and their alternatives?')","('good_prompt', 'You are an environmental science expert. Compare and contrast ecosystem services with technological or engineered alternatives. For five key ecosystem services (pollination, water purification, carbon sequestration, flood control, and soil fertility), provide a detailed explanation of the service, its importance, and at least two alternative solutions humans could implement to replace that service. For each alternative, discuss its advantages, disadvantages, costs, and potential environmental impacts. Structure your answer in a table.')","('expected_answer', 'The response should be a well-structured table comparing ecosystem services with their alternatives. The table should include columns for the ecosystem service, its description and importance, alternative solutions, advantages of each alternative, disadvantages of each alternative, costs associated with each alternative, and potential environmental impacts of each alternative. The response should demonstrate a clear understanding of ecosystem services and the trade-offs associated with replacing them with human-engineered solutions. The response should be comprehensive and provide sufficient detail for each service and alternative.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.CHAIN_OF_THOUGHT: 'Chain of Thought (CoT)'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
